benchmark,closure,referenced,referenced non-empty,read non-empty,used,unused non-empty,present non-empty,exact match,widened,narrowed,optimized away non-empty,dependent,other reasons unused non-empty,polluted,used polluted,unused polluted,used polluted exact match,used polluted widened,used polluted narrowed
"kaggle:titanic","isatty",6,6,5,1,5,2,1,0,0,3,2,1,1,0,1,0,0,0
"kaggle:titanic","sink.number",5,5,3,2,3,0,1,1,0,3,3,0,0,0,0,0,0,0
"kaggle:titanic","get_real_output",120,51,32,17,34,15,11,6,0,19,19,8,6,1,5,1,0,0
"kaggle:titanic","is_interactive",45,37,30,10,27,8,8,2,0,19,22,3,5,0,5,0,0,0
"kaggle:titanic","get_real_output",120,51,32,17,34,15,11,6,0,19,19,8,6,1,5,1,0,0
"kaggle:titanic","num_ansi_colors",253,117,88,40,77,30,25,15,0,47,62,9,8,1,7,1,0,0
"kaggle:titanic","no_sink",9,9,6,4,5,2,3,1,0,3,5,0,0,0,0,0,0,0
"kaggle:titanic","get_default_number_of_colors",10,7,5,0,7,3,0,0,0,4,5,2,0,0,0,0,0,0
"kaggle:titanic","os_type",3,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","substr",13,7,7,4,3,3,1,3,0,0,1,2,5,3,2,0,3,0
"kaggle:titanic","unknown--fromConstant",17,11,8,3,8,5,1,2,0,3,5,2,5,2,3,0,2,0
"kaggle:titanic","FUN",19,13,10,4,9,1,1,3,0,8,7,1,4,1,3,0,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","FUN",5,5,1,0,5,1,0,0,0,4,4,0,0,0,0,0,0,0
"kaggle:titanic","grepl",56,16,14,3,13,9,2,1,0,4,9,1,2,0,2,0,0,0
"kaggle:titanic","FUN",133,65,42,16,49,18,6,10,0,31,39,4,16,4,12,0,4,0
"kaggle:titanic","FUN",133,65,42,13,52,21,3,10,0,31,41,5,33,7,26,1,6,0
"kaggle:titanic",".deparseOpts",83,30,27,12,18,11,9,3,0,7,14,2,4,1,3,1,0,0
"kaggle:titanic","deparse",11,11,6,2,9,4,1,1,0,5,8,0,2,1,1,0,1,0
"kaggle:titanic","rep_len",2,2,2,2,0,0,0,2,0,0,0,0,2,2,0,0,2,0
"kaggle:titanic",".row_names_info",2,2,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","setdiff",22,18,15,2,16,12,1,1,0,4,13,2,11,2,9,1,1,0
"kaggle:titanic","match_selector_node",81,38,20,12,26,8,8,4,0,18,25,1,7,2,5,1,1,0
"kaggle:titanic","match_selector",69,25,19,8,17,6,6,2,0,11,17,0,0,0,0,0,0,0
"kaggle:titanic","%||%",3,3,3,1,2,1,1,0,0,1,0,1,3,1,2,1,0,0
"kaggle:titanic","modifyList",153,61,39,21,40,16,4,17,0,24,39,1,24,6,18,2,4,0
"kaggle:titanic","%||%",3,3,3,1,2,1,1,0,0,1,1,1,3,1,2,1,0,0
"kaggle:titanic","match_selector",69,42,30,13,29,10,11,2,0,19,29,0,4,2,2,0,2,0
"kaggle:titanic","is_flag",10,7,6,1,6,1,1,0,0,5,5,0,0,0,0,0,0,0
"kaggle:titanic","FUN",11,7,7,3,4,2,3,0,0,2,2,1,3,0,3,0,0,0
"kaggle:titanic","%||%",3,3,3,0,3,2,0,0,0,1,2,1,3,0,3,0,0,0
"kaggle:titanic","new_uuid",10,9,4,1,8,3,1,0,0,5,2,2,1,0,1,0,0,0
"kaggle:titanic","modifyList",153,61,39,21,40,16,4,17,0,24,39,1,24,6,18,2,4,0
"kaggle:titanic","%||%",3,3,3,1,2,1,1,0,0,1,1,1,3,1,2,1,0,0
"kaggle:titanic","FUN",13,12,9,1,11,2,1,0,0,9,10,0,2,0,2,0,0,0
"kaggle:titanic","",57,7,4,2,5,2,2,0,0,3,0,2,0,0,0,0,0,0
"kaggle:titanic","Encoding",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","rstudio_detect",95,31,18,11,20,9,6,5,0,11,12,5,1,0,1,0,0,0
"kaggle:titanic","%||%",4,4,4,2,2,1,1,1,0,1,1,1,3,2,1,1,1,0
"kaggle:titanic","is_environment",4,4,4,1,3,2,0,1,0,1,0,2,1,0,1,0,0,0
"kaggle:titanic","is_named",20,12,11,2,10,5,2,0,0,5,7,1,10,1,9,1,0,0
"kaggle:titanic","",10,10,9,1,9,1,1,0,0,8,8,0,3,0,3,0,0,0
"kaggle:titanic","conditionCall",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","vec_slice",10,5,5,0,5,4,0,0,0,1,2,3,2,0,2,0,0,0
"kaggle:titanic","levels",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","flip_data",28,17,15,1,16,2,1,0,0,14,12,1,4,0,4,0,0,0
"kaggle:titanic","aperm",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","unique0",4,3,2,0,3,2,0,0,0,1,3,0,3,0,3,0,0,0
"kaggle:titanic","vec_slice",10,5,5,0,5,4,0,0,0,1,2,3,2,0,2,0,0,0
"kaggle:titanic","vec_unique",4,4,1,0,4,1,0,0,0,3,3,0,3,0,3,0,0,0
"kaggle:titanic","vec_unique_loc",5,3,3,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","unknown--fromConstant",12,6,6,0,6,6,0,0,0,0,2,4,1,0,1,0,0,0
"kaggle:titanic","apply_fun",65,25,16,5,20,9,5,0,0,11,16,3,4,1,3,1,0,0
"kaggle:titanic","FUN",5,3,3,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","setNames",4,3,3,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0
"kaggle:titanic","FUN",6,4,4,0,4,4,0,0,0,0,0,4,2,0,2,0,0,0
"kaggle:titanic","inherits",3,3,3,0,3,2,0,0,0,1,0,2,1,0,1,0,0,0
"kaggle:titanic","FUN",15,9,4,2,7,2,2,0,0,5,4,2,6,1,5,1,0,0
"kaggle:titanic","withCallingHandlers",16,13,13,6,7,4,2,4,0,3,5,2,1,0,1,0,0,0
"kaggle:titanic","suppressWarnings",2,2,1,0,2,1,0,0,0,1,2,0,2,0,2,0,0,0
"kaggle:titanic","get_transformation",3,2,1,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0
"kaggle:titanic","is.logint",9,6,5,0,6,1,0,0,0,5,3,1,1,0,1,0,0,0
"kaggle:titanic","unknown--fromOverride",489,83,81,34,49,36,22,12,0,13,45,0,25,12,13,1,11,0
"kaggle:titanic","",10,8,5,2,6,3,1,1,0,3,6,0,0,0,0,0,0,0
"kaggle:titanic","unknown--fromConstant",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"kaggle:titanic","diff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","is.waive",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic",".coverage.max",21,21,21,1,20,13,1,0,0,7,19,1,0,0,0,0,0,0
"kaggle:titanic",".density.max",9,9,9,0,9,7,0,0,0,2,8,1,0,0,0,0,0,0
"kaggle:titanic","unknown--fromOverride",489,138,129,55,83,58,40,15,0,25,78,1,25,12,13,1,11,0
"kaggle:titanic","",10,8,5,2,6,3,1,1,0,3,6,0,0,0,0,0,0,0
"kaggle:titanic","waiver",57,28,23,8,20,14,4,4,0,6,17,2,6,2,4,0,2,0
"kaggle:titanic","censor",32,20,20,9,11,10,6,3,0,1,9,1,3,2,1,0,2,0
"kaggle:titanic","ifelse",105,56,54,24,32,21,14,10,0,11,27,3,23,13,10,6,7,0
"kaggle:titanic","is_empty",29,9,5,2,7,3,1,1,0,4,6,1,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","FUN",39,23,17,6,17,10,5,1,0,7,13,4,0,0,0,0,0,0
"kaggle:titanic","FUN",21,13,5,2,11,3,1,1,0,8,7,2,0,0,0,0,0,0
"kaggle:titanic","grep",95,19,17,2,17,13,2,0,0,4,13,1,2,0,2,0,0,0
"kaggle:titanic","zero_range",60,37,34,10,27,16,9,1,0,11,25,1,0,0,0,0,0,0
"kaggle:titanic","%||%",3,3,3,0,3,2,0,0,0,1,3,0,3,0,3,0,0,0
"kaggle:titanic","%|W|%",9,9,7,2,7,3,2,0,0,4,2,1,5,0,5,0,0,0
"kaggle:titanic","unname",12,6,6,0,6,6,0,0,0,0,3,3,5,0,5,0,0,0
"kaggle:titanic","inherits",3,3,3,0,3,2,0,0,0,1,0,2,1,0,1,0,0,0
"kaggle:titanic","formals",10,5,3,0,5,2,0,0,0,3,2,1,2,0,2,0,0,0
"kaggle:titanic","is_quosure",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","tryCatchOne",33,10,4,1,9,3,0,1,0,6,4,2,1,0,1,0,0,0
"kaggle:titanic","FUN",14,14,13,6,8,6,6,0,0,2,7,0,1,0,1,0,0,0
"kaggle:titanic","lapply",17,16,10,0,16,9,0,0,0,7,11,3,10,0,10,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","unknown--fromConstant",12,7,6,0,7,6,0,0,0,1,4,3,2,0,2,0,0,0
"kaggle:titanic","FUN",17,15,5,0,15,5,0,0,0,10,8,2,0,0,0,0,0,0
"kaggle:titanic","",107,45,34,9,36,16,5,4,0,20,27,6,3,0,3,0,0,0
"kaggle:titanic","numnotnull",27,17,13,10,7,3,2,8,0,4,4,2,2,0,2,0,0,0
"kaggle:titanic","check.length",13,5,5,4,1,1,1,3,0,0,0,1,1,1,0,0,1,0
"kaggle:titanic","inherits",3,3,3,0,3,3,0,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","isTRUE",11,8,3,3,5,2,3,0,0,3,3,1,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","calc_element",99,51,25,6,45,16,5,1,0,29,40,2,9,1,8,0,1,0
"kaggle:titanic","get_element_tree",3,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","Reduce",185,25,23,6,19,14,6,0,0,5,16,1,2,0,2,0,0,0
"kaggle:titanic","f",105,41,25,12,29,11,10,2,0,18,21,2,5,0,5,0,0,0
"kaggle:titanic","is.grob",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","isFALSE",11,8,7,4,4,2,4,0,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic","FUN",10,7,5,2,5,1,2,0,0,4,0,1,2,0,2,0,0,0
"kaggle:titanic","simplify2array",151,26,23,8,18,10,5,3,0,8,17,1,10,3,7,0,3,0
"kaggle:titanic","FUN",3,2,1,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0
"kaggle:titanic","character",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","is.subclass",46,35,25,7,28,14,4,3,0,14,22,4,13,3,10,1,2,0
"kaggle:titanic","is.rel",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","f",105,41,25,12,29,11,10,2,0,18,23,2,7,0,7,0,0,0
"kaggle:titanic","is_theme_element",18,14,10,3,11,3,3,0,0,8,7,1,5,0,5,0,0,0
"kaggle:titanic","unit",52,24,22,8,16,12,5,3,0,4,9,4,8,2,6,1,1,0
"kaggle:titanic","is.unsorted",21,9,9,5,4,4,4,1,0,0,4,0,0,0,0,0,0,0
"kaggle:titanic","modify_list",16,13,13,10,3,3,0,10,0,0,2,1,4,2,2,0,2,0
"kaggle:titanic","is.simpleUnit",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","FUN",5,3,3,0,3,3,0,0,0,0,2,1,1,0,1,0,0,0
"kaggle:titanic","%||%",3,3,3,0,3,2,0,0,0,1,3,0,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","sapply",32,25,20,7,18,10,4,3,0,8,13,3,9,0,9,0,0,0
"kaggle:titanic","setPackageSlot",6,6,6,2,4,2,0,2,0,2,2,1,1,0,1,0,0,0
"kaggle:titanic","try",4,2,1,0,2,1,0,0,0,1,2,0,2,0,2,0,0,0
"kaggle:titanic","unlist",27,5,5,1,4,4,0,1,0,0,4,0,2,1,1,0,1,0
"kaggle:titanic","validGP",243,81,42,18,63,22,18,0,0,41,50,5,38,1,37,1,0,0
"kaggle:titanic","arg_match0",12,5,5,0,5,5,0,0,0,0,2,3,1,0,1,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","calc_element",99,51,25,5,46,16,4,1,0,30,39,3,13,1,12,0,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","Reduce",185,31,25,5,26,18,5,0,0,8,23,1,8,1,7,1,0,0
"kaggle:titanic","f",103,47,31,14,33,15,12,2,0,18,26,2,8,0,8,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","calc_element",99,51,25,6,45,16,5,1,0,29,38,3,13,1,12,0,1,0
"kaggle:titanic","upgradeUnit",9,8,6,2,6,2,2,0,0,4,2,1,5,0,5,0,0,0
"kaggle:titanic","as.vector",2,2,2,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0
"kaggle:titanic","FUN",5,3,3,0,3,3,0,0,0,0,2,1,1,0,1,0,0,0
"kaggle:titanic","is.newUnit",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","numeric",1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","unit",54,34,30,11,23,17,8,3,0,6,16,3,9,2,7,1,1,0
"kaggle:titanic","dontCheck",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","grid.Call",5,4,2,0,4,2,0,0,0,2,3,1,1,0,1,0,0,0
"kaggle:titanic","identicalUnits",5,3,3,0,3,3,0,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","valid.just",8,7,4,1,6,3,0,1,0,3,4,1,1,1,0,0,1,0
"kaggle:titanic","valid.numjust",13,7,7,2,5,2,2,0,0,3,5,0,0,0,0,0,0,0
"kaggle:titanic","numeric",1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"kaggle:titanic","is.grob",5,5,2,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","check.length",13,5,5,4,1,1,1,3,0,0,0,1,1,1,0,0,1,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","sapply",32,25,20,7,18,10,4,3,0,8,13,3,9,0,9,0,0,0
"kaggle:titanic","setChildren",51,22,15,3,19,10,3,0,0,9,11,3,5,0,5,0,0,0
"kaggle:titanic","isTRUE",11,8,8,4,4,3,4,0,0,1,3,1,2,1,1,1,0,0
"kaggle:titanic","ggname",7,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","neg_to_pos",8,8,1,1,7,0,1,0,0,7,5,0,0,0,0,0,0,0
"kaggle:titanic","new_data_frame",22,16,16,8,8,7,5,3,0,1,4,3,3,1,2,0,1,0
"kaggle:titanic","ifelse",105,56,54,24,32,21,14,10,0,11,27,3,23,13,10,6,7,0
"kaggle:titanic","check_gtable",20,8,6,2,6,1,2,0,0,5,0,1,2,0,2,0,0,0
"kaggle:titanic","zeroGrob",1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","check_number_whole",22,9,3,1,8,1,1,0,0,7,6,0,0,0,0,0,0,0
"kaggle:titanic","is_list",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","neg_to_pos",8,8,1,1,7,0,1,0,0,7,5,0,0,0,0,0,0,0
"kaggle:titanic","single_unit",20,7,7,0,7,7,0,0,0,0,0,7,0,0,0,0,0,0
"kaggle:titanic","is.gpar",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","is.pattern",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","valid.charjust",92,33,28,5,28,14,5,0,0,14,27,0,0,0,0,0,0,0
"kaggle:titanic","vpObject",50,28,24,0,28,24,0,0,0,4,21,6,8,0,8,0,0,0
"kaggle:titanic","valid.viewport",152,111,84,33,78,42,27,6,0,36,67,4,16,0,16,0,0,0
"kaggle:titanic","diff",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","setChildren",51,22,15,3,19,10,3,0,0,9,11,3,5,0,5,0,0,0
"kaggle:titanic","set.gpar",133,59,29,13,46,14,13,0,0,32,38,4,15,1,14,1,0,0
"kaggle:titanic","preDraw",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","makeContent",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","drawDetails",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","grid.draw",2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","postDraw",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","match",4,4,4,0,4,4,0,0,0,0,0,4,3,0,3,0,0,0
"kaggle:titanic","strsplit",7,6,3,1,5,2,0,1,0,3,4,1,1,0,1,0,0,0
"kaggle:titanic","rootVP",4,3,1,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0
"kaggle:titanic","vpPathFromVector",88,35,25,6,29,13,3,3,0,16,23,3,4,1,3,0,1,0
"kaggle:titanic","postDraw",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","preDraw",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kaggle:titanic","drawGTree",41,27,9,1,26,8,1,0,0,18,23,3,4,0,4,0,0,0
"kaggle:titanic","NextMethod",4,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
"kaggle:titanic","set.gpar",133,59,29,13,46,14,13,0,0,32,38,4,15,1,14,1,0,0
"kaggle:titanic","unique.default",52,6,6,0,6,1,0,0,0,5,6,0,2,0,2,0,0,0
"kaggle:titanic","current.vpPath",44,29,16,7,22,9,3,4,0,13,19,1,2,1,1,0,1,0
"kaggle:titanic","vpPathFromVector",88,35,25,7,28,12,3,4,0,16,21,3,6,1,5,0,1,0
"kaggle:titanic","strsplit",7,6,3,2,4,1,0,2,0,3,4,0,1,1,0,0,1,0
"kaggle:titanic","formals",10,5,3,0,5,3,0,0,0,2,2,1,2,0,2,0,0,0
"kaggle:titanic","is.ordered",5,5,4,1,4,1,1,0,0,3,0,1,3,0,3,0,0,0
"kaggle:titanic","FUN",11,10,7,3,7,2,0,3,0,5,6,0,1,0,1,0,0,0
"kaggle:titanic","FUN",6,5,5,1,4,4,0,1,0,0,2,2,0,0,0,0,0,0
"kaggle:titanic","lockEnvironment",2,2,2,0,2,1,0,0,0,1,0,1,1,0,1,0,0,0
"kaggle:titanic","eval_bare",8,4,4,0,4,4,0,0,0,0,0,4,1,0,1,0,0,0
"kaggle:titanic","FUN",5,2,2,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0
"kaggle:titanic","is_formula",9,5,5,1,4,4,1,0,0,0,0,4,2,0,2,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","ggproto",65,25,18,6,19,9,4,2,0,10,14,2,8,3,5,1,2,0
"kaggle:titanic","quo_get_expr",5,3,3,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","is_string",7,4,4,1,3,3,1,0,0,0,0,3,2,0,2,0,0,0
"kaggle:titanic","get_expr",8,5,4,0,5,4,0,0,0,1,3,2,4,0,4,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","unknown--fromConstant",45,18,16,4,14,10,2,2,0,4,10,1,6,0,6,0,0,0
"kaggle:titanic","strip_dots",106,55,34,10,45,21,5,5,0,24,33,5,12,1,11,0,1,0
"kaggle:titanic","ggproto_formals",5,4,1,0,4,1,0,0,0,3,0,1,0,0,0,0,0,0
"kaggle:titanic","as.vector",2,2,2,0,2,2,0,0,0,0,0,2,1,0,1,0,0,0
"kaggle:titanic","names2",7,4,4,0,4,4,0,0,0,0,2,2,1,0,1,0,0,0
"kaggle:titanic","new_quosure",8,4,4,0,4,4,0,0,0,0,0,4,1,0,1,0,0,0
"kaggle:titanic","inject",10,5,4,0,5,3,0,0,0,2,2,2,1,0,1,0,0,0
"kaggle:titanic","every",95,32,21,5,27,16,5,0,0,11,23,3,9,0,9,0,0,0
"kaggle:titanic","is_symbolic",8,8,3,2,6,1,2,0,0,5,2,1,5,1,4,1,0,0
"kaggle:titanic","union",6,6,4,0,6,4,0,0,0,2,6,0,0,0,0,0,0,0
"kaggle:titanic","caller_env",3,3,1,0,3,1,0,0,0,2,2,1,0,0,0,0,0,0
"kaggle:titanic","allow_lambda",14,8,7,2,6,5,2,0,0,1,2,4,4,0,4,0,0,0
"kaggle:titanic","element_line",87,54,37,11,43,18,7,4,0,25,35,3,13,2,11,0,2,0
"kaggle:titanic","is_theme_element",18,16,11,4,12,3,4,0,0,9,8,1,5,0,5,0,0,0
"kaggle:titanic","is_theme",5,5,4,1,4,1,1,0,0,3,0,1,2,0,2,0,0,0
"kaggle:titanic","element_rect",85,52,36,11,41,17,7,4,0,24,32,4,13,2,11,0,2,0
"kaggle:titanic","",8,4,4,2,2,1,0,2,0,1,2,0,0,0,0,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","create_super_env",130,51,31,7,44,21,1,6,0,23,40,3,1,0,1,0,0,0
"kaggle:titanic","get0",6,6,5,1,5,4,0,1,0,1,0,4,3,1,2,0,1,0
"kaggle:titanic","getHook",4,4,1,0,4,1,0,0,0,3,2,0,0,0,0,0,0,0
"kaggle:titanic","new.env",4,4,3,3,1,0,1,2,0,1,0,0,2,2,0,0,2,0
"kaggle:titanic","eval",8,7,3,1,6,2,0,0,1,4,5,1,2,1,1,0,0,1
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","lockEnvironment",2,2,2,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0
"kaggle:titanic","",306,127,78,33,94,34,17,16,0,60,85,5,6,0,6,0,0,0
"kaggle:titanic","create_super_env",130,51,31,7,44,21,1,6,0,23,40,3,1,0,1,0,0,0
"kaggle:titanic","lockBinding",8,7,7,1,6,5,0,1,0,1,3,3,0,0,0,0,0,0
"kaggle:titanic","lockBinding",8,7,7,1,6,4,0,1,0,2,3,2,0,0,0,0,0,0
"kaggle:titanic","by_layer",36,23,7,2,21,4,1,1,0,17,16,2,1,0,1,0,0,0
"kaggle:titanic","try_fetch",6,4,4,1,3,2,0,1,0,1,1,1,1,0,1,0,0,0
"kaggle:titanic","defaults",47,30,16,0,30,16,0,0,0,14,28,2,16,0,16,0,0,0
"kaggle:titanic","vec_ptype",11,5,5,0,5,5,0,0,0,0,0,5,0,0,0,0,0,0
"kaggle:titanic","vec_set_names",7,4,4,0,4,4,0,0,0,0,2,2,0,0,0,0,0,0
"kaggle:titanic","is_atomic",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","accessor",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","accessor",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","frame_get",42,35,20,3,32,16,3,0,0,16,26,5,4,0,4,0,0,0
"kaggle:titanic","call2",7,4,4,0,4,4,0,0,0,0,0,4,1,0,1,0,0,0
"kaggle:titanic","sub",45,20,18,5,15,11,2,3,0,4,11,1,5,0,5,0,0,0
"kaggle:titanic","standardise_aes_names",65,29,16,7,22,7,4,3,0,15,17,1,5,1,4,1,0,0
"kaggle:titanic","env_bind0",12,5,5,0,5,4,0,0,0,1,2,3,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","warn_for_aes_extract_usage_expr",35,15,11,4,11,7,3,1,0,4,5,4,7,1,6,0,1,0
"kaggle:titanic","has_default_transform",20,18,11,2,16,3,2,0,0,13,13,0,2,0,2,0,0,0
"kaggle:titanic","has_default_transform",20,18,11,2,16,3,2,0,0,13,13,0,2,0,2,0,0,0
"kaggle:titanic","FUN",20,18,13,2,16,5,2,0,0,11,14,1,4,0,4,0,0,0
"kaggle:titanic","recursive_merge",12,9,2,0,9,2,0,0,0,7,6,1,3,0,3,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","assign_func_envs",4,3,2,0,3,2,0,0,0,1,0,2,1,0,1,0,0,0
"kaggle:titanic","split_with_index",25,17,12,2,15,10,1,1,0,5,10,4,0,0,0,0,0,0
"kaggle:titanic","is_same_type",40,30,15,3,27,12,3,0,0,15,23,4,14,0,14,0,0,0
"kaggle:titanic","vec_cast",14,5,5,0,5,5,0,0,0,0,3,2,3,0,3,0,0,0
"kaggle:titanic","vec_ptype",11,5,5,0,5,5,0,0,0,0,2,3,2,0,2,0,0,0
"kaggle:titanic","vec_assert",72,42,30,6,36,14,6,0,0,22,31,4,17,0,17,0,0,0
"kaggle:titanic","vec_size",7,4,4,1,3,3,1,0,0,0,0,3,1,0,1,0,0,0
"kaggle:titanic","expr",2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","double",1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"kaggle:titanic","get",6,6,4,1,5,3,0,1,0,2,2,2,4,1,3,0,1,0
"kaggle:titanic","scale_apply",50,35,24,7,28,16,6,1,0,12,18,7,4,0,4,0,0,0
"kaggle:titanic","get_limits",54,8,4,1,7,3,1,0,0,4,4,3,0,0,0,0,0,0
"kaggle:titanic","vec_cast",14,7,5,0,7,5,0,0,0,2,4,2,3,0,3,0,0,0
"kaggle:titanic","accessor",1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
"kaggle:titanic","replace",4,4,4,2,2,2,1,1,0,0,2,0,0,0,0,0,0,0
"kaggle:titanic","FUN",8,8,7,2,6,3,1,1,0,3,5,1,0,0,0,0,0,0
"kaggle:titanic","make.unique",2,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"kaggle:titanic","clii__vspace",54,4,3,2,2,1,2,0,0,1,0,1,0,0,0,0,0,0
